24.10.2022,19.331,5,19.571,2,19.588,6,19.177,2,286,94.000,-1,22
23.10.2022,19.571,2,19.204,8,19.680,9,19.092,5,180,63.000,1,91
22.10.2022,19.204,8,19.162,6,19.249,9,19.116,1,118,24.000,0,22
21.10.2022,19.162,6,19.042,9,19.245,5,18.703,3,294,66.000,0,63
20.10.2022,19.042,9,19.125,1,19.334,5,18.935,6,253,20.000,-0,42
19.10.2022,19.123,9,19.328,2,19.358,6,19.101,2,209,28.000,-1,06
18.10.2022,19.328,2,19.548,4,19.692,9,19.102,8,290,07.000,-1,13
17.10.2022,19.548,2,19.262,2,19.663,5,19.163,6,248,40.000,1,49
16.10.2022,19.261,9,19.068,8,19.411,9,19.066,0,140,95.000,1,01
15.10.2022,19.068,7,19.181,7,19.218,7,19.000,8,123,66.000,-0,59
14.10.2022,19.181,8,19.379,8,19.933,9,19.098,6,400,45.000,-1,02
13.10.2022,19.379,8,19.154,6,19.494,4,18.207,9,455,13.000,1,17
12.10.2022,19.154,8,19.058,5,19.212,6,19.010,6,242,18.000,0,50
11.10.2022,19.059,1,19.134,3,19.261,3,18.868,7,288,57.000,-0,39
10.10.2022,19.134,6,19.441,7,19.520,7,19.057,0,243,77.000,-1,58
09.10.2022,19.441,0,19.416,3,19.552,1,19.329,6,127,53.000,0,13
08.10.2022,19.415,0,19.530,2,19.612,2,19.274,7,113,50.000,-0,60
07.10.2022,19.531,3,19.962,4,20.051,4,19.352,1,263,50.000,-2,13
06.10.2022,19.956,7,20.157,5,20.436,7,19.873,7,370,60.000,-1,00
05.10.2022,20.157,5,20.340,5,20.353,8,19.761,7,352,76.000,-0,90
04.10.2022,20.340,2,19.629,7,20.436,1,19.506,4,368,17.000,3,63
03.10.2022,19.628,3,19.057,6,19.676,0,19.001,3,333,03.000,3,02
02.10.2022,19.052,2,19.311,9,19.389,9,18.937,3,222,82.000,-1,34
01.10.2022,19.311,9,19.422,9,19.480,3,19.172,6,173,91.000,-0,57
30.09.2022,19.423,0,19.593,4,20.174,9,19.208,9,490,29.000,-0,87
29.09.2022,19.593,0,19.420,2,19.631,5,18.877,9,449,57.000,0,94
28.09.2022,19.411,0,19.083,4,19.757,8,18.505,3,581,19.000,1,73
27.09.2022,19.081,0,19.228,8,20.361,2,18.850,4,660,12.000,-0,75
26.09.2022,19.225,7,18.803,1,19.304,8,18.695,2,516,03.000,2,25
25.09.2022,18.803,2,18.925,1,19.125,1,18.659,6,209,71.000,-0,64
24.09.2022,18.925,2,19.288,4,19.310,6,18.812,0,258,50.000,-1,91
23.09.2022,19.293,5,19.404,1,19.477,3,18.554,8,431,15.000,-0,57
22.09.2022,19.404,0,18.488,1,19.490,9,18.371,0,448,63.000,4,95
21.09.2022,18.489,0,18.875,1,19.758,4,18.191,8,446,85.000,-2,03
20.09.2022,18.872,4,19.538,9,19.626,3,18.742,6,361,18.000,-3,41
19.09.2022,19.538,9,19.417,4,19.666,6,18.277,8,423,43.000,0,62
18.09.2022,19.418,8,20.113,9,20.113,9,19.347,7,273,11.000,-3,45
17.09.2022,20.113,5,19.802,8,20.178,6,19.761,0,204,58.000,1,57
16.09.2022,19.802,4,19.701,9,19.883,0,19.352,9,315,59.000,0,51
15.09.2022,19.701,7,20.222,3,20.321,4,19.532,3,358,42.000,-2,58
14.09.2022,20.222,5,20.175,5,20.503,7,19.654,2,374,22.000,0,23
13.09.2022,20.175,5,22.395,3,22.702,5,19.909,6,485,32.000,-9,91
12.09.2022,22.395,3,21.836,6,22.465,4,21.581,6,431,98.000,2,57
11.09.2022,21.834,9,21.650,4,21.836,4,21.363,0,297,12.000,0,85
10.09.2022,21.650,4,21.363,8,21.790,6,21.139,9,331,12.000,1,33
09.09.2022,21.365,2,19.318,8,21.545,7,19.294,1,480,37.000,10,60
08.09.2022,19.317,4,19.281,5,19.444,7,19.034,5,291,43.000,0,19
07.09.2022,19.281,5,18.786,3,19.445,9,18.548,4,319,10.000,2,64
06.09.2022,18.786,4,19.793,4,20.169,3,18.723,3,402,43.000,-5,09
05.09.2022,19.793,1,19.999,9,20.042,9,19.650,7,238,71.000,-1,03
04.09.2022,19.999,9,19.832,2,20.017,8,19.594,7,158,27.000,0,85
03.09.2022,19.831,4,19.952,8,20.043,8,19.660,7,157,85.000,-0,61
02.09.2022,19.952,7,20.131,6,20.428,2,19.764,7,272,22.000,-0,86
01.09.2022,20.126,1,20.049,9,20.202,7,19.584,4,275,08.000,0,41
31.08.2022,20.043,9,19.793,4,20.469,1,19.793,4,318,17.000,1,27
